#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 19h01 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP2.6 : Emissions maîtrisées
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATAV : Ecart de température moyenne journalière (°C)
#     APN20MM : Ecart de nombre de jours de fortes précipitations (jour(s))
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
13177;48.0698;-2.6578;RCP2.6;H3;0.93;1;0.27;0.03;
13178;48.0743;-2.5507;RCP2.6;H3;0.92;1;0.76;0.02;
13179;48.0787;-2.4436;RCP2.6;H3;0.97;1;0.63;0.03;
13180;48.083;-2.3364;RCP2.6;H3;0.98;1;1;0.03;
13181;48.0873;-2.2292;RCP2.6;H3;0.96;1;0.47;0.01;
13182;48.0914;-2.122;RCP2.6;H3;0.97;1;0.3;0.01;
13183;48.0954;-2.0148;RCP2.6;H3;0.97;1;-0.1;0;
13184;48.0994;-1.9076;RCP2.6;H3;1;1;0.2;0.01;
13185;48.1032;-1.8003;RCP2.6;H3;1;0;-0.1;-0.01;
13186;48.1069;-1.6931;RCP2.6;H3;1.02;0;-0.13;-0.01;
13187;48.1106;-1.5858;RCP2.6;H3;1.01;1;0;-0;
13188;48.1141;-1.4785;RCP2.6;H3;1.01;1;-0.16;-0;
13189;48.1175;-1.3712;RCP2.6;H3;1;1;0.13;-0.01;
13190;48.1209;-1.2639;RCP2.6;H3;1.01;1;0.13;-0.01;
13191;48.1241;-1.1566;RCP2.6;H3;1;2;-0.23;-0.01;
13192;48.1273;-1.0492;RCP2.6;H3;1.03;1;-0.2;-0.01;
13193;48.1303;-0.9419;RCP2.6;H3;1.02;1;-0.13;-0.01;
13194;48.1333;-0.8345;RCP2.6;H3;1.04;1;0.27;-0;
13195;48.1361;-0.7271;RCP2.6;H3;1.06;1;0.7;0.01;
13196;48.1389;-0.6197;RCP2.6;H3;1.06;1;0.87;0.01;
13197;48.1415;-0.5123;RCP2.6;H3;1.07;2;0.27;0.01;
13198;48.1441;-0.4049;RCP2.6;H3;1.08;2;0.26;0.01;
13199;48.1466;-0.2975;RCP2.6;H3;1.06;1;0.9;0.02;
13200;48.1489;-0.19;RCP2.6;H3;1.1;1;1.24;0;
13201;48.1512;-0.0826;RCP2.6;H3;1.09;1;0.9;0;
13202;48.1534;0.0249;RCP2.6;H3;1.12;0;1.66;0.01;
13203;48.1554;0.1323;RCP2.6;H3;1.12;1;1.6;0.01;
13204;48.1574;0.2398;RCP2.6;H3;1.11;1;1.6;0.01;
13205;48.1593;0.3473;RCP2.6;H3;1.1;1;1.5;0.01;
13206;48.161;0.4547;RCP2.6;H3;1.12;1;1.5;0;
13207;48.1627;0.5622;RCP2.6;H3;1.13;1;1.47;0;
13208;48.1643;0.6697;RCP2.6;H3;1.12;0;1.7;-0.01;
13209;48.1658;0.7772;RCP2.6;H3;1.14;1;1.9;-0.01;
13210;48.1671;0.8848;RCP2.6;H3;1.1;1;1.36;-0.01;
13211;48.1684;0.9923;RCP2.6;H3;1.12;1;1.2;-0.02;
13212;48.1696;1.0998;RCP2.6;H3;1.12;0;1.5;-0.02;
13213;48.1707;1.2073;RCP2.6;H3;1.12;0;1.5;-0.02;
13214;48.1717;1.3148;RCP2.6;H3;1.15;0;1.27;-0.01;
13215;48.1726;1.4224;RCP2.6;H3;1.12;1;1.3;-0.02;
13216;48.1733;1.5299;RCP2.6;H3;1.14;1;1.43;-0.01;
13217;48.174;1.6375;RCP2.6;H3;1.14;0;1.4;0;
13218;48.1746;1.745;RCP2.6;H3;1.14;0;1.3;0;
13219;48.1751;1.8525;RCP2.6;H3;1.12;1;1.46;-0.01;
13220;48.1755;1.9601;RCP2.6;H3;1.12;1;1.43;-0.01;
13221;48.1758;2.0676;RCP2.6;H3;1.16;0;1;0.01;
13222;48.176;2.1752;RCP2.6;H3;1.16;0;0.96;0.01;
13223;48.1761;2.2827;RCP2.6;H3;1.16;0;0.9;0.01;
13224;48.1761;2.3903;RCP2.6;H3;1.16;1;0.76;0.01;
13225;48.176;2.4978;RCP2.6;H3;1.17;1;1.2;0.01;
13226;48.1758;2.6054;RCP2.6;H3;1.16;1;1.1;0.01;
13227;48.1755;2.7129;RCP2.6;H3;1.15;1;1.03;0.01;
13228;48.1751;2.8205;RCP2.6;H3;1.14;1;0.93;0.02;
13229;48.1746;2.928;RCP2.6;H3;1.13;1;0.23;0.03;
13230;48.174;3.0356;RCP2.6;H3;1.16;1;0.24;0.03;
13231;48.1734;3.1431;RCP2.6;H3;1.15;2;0.13;0.03;
13232;48.1726;3.2506;RCP2.6;H3;1.14;1;-0.17;0.04;
13233;48.1717;3.3582;RCP2.6;H3;1.15;1;0.27;0.05;
13234;48.1707;3.4657;RCP2.6;H3;1.15;1;0.4;0.04;
13235;48.1696;3.5732;RCP2.6;H3;1.18;1;0.36;0.04;
13236;48.1684;3.6808;RCP2.6;H3;1.18;1;0.37;0.04;
13237;48.1672;3.7883;RCP2.6;H3;1.18;1;0.3;0.04;
13238;48.1658;3.8958;RCP2.6;H3;1.2;0;0.53;0.04;
13239;48.1643;4.0033;RCP2.6;H3;1.18;1;0.77;0.04;
13240;48.1627;4.1108;RCP2.6;H3;1.2;1;0.44;0.04;
13241;48.1611;4.2183;RCP2.6;H3;1.18;1;0.43;0.05;
13242;48.1593;4.3258;RCP2.6;H3;1.19;1;0.57;0.05;
13243;48.1574;4.4332;RCP2.6;H3;1.2;0;0.44;0.05;
13244;48.1555;4.5407;RCP2.6;H3;1.23;1;0.14;0.04;
13245;48.1534;4.6482;RCP2.6;H3;1.23;1;0.23;0.04;
13246;48.1512;4.7556;RCP2.6;H3;1.25;0;0.34;0.03;
13247;48.149;4.8631;RCP2.6;H3;1.2;1;0.53;0.03;
13248;48.1466;4.9705;RCP2.6;H3;1.21;0;0.5;0.03;
13249;48.1441;5.0779;RCP2.6;H3;1.21;1;0.5;0.03;
13250;48.1416;5.1853;RCP2.6;H3;1.2;1;0.6;0.03;
13251;48.1389;5.2927;RCP2.6;H3;1.2;1;-0.03;0.02;
13252;48.1362;5.4001;RCP2.6;H3;1.22;1;-0.1;0.02;
13253;48.1333;5.5075;RCP2.6;H3;1.21;1;-0.07;0.03;
13254;48.1304;5.6149;RCP2.6;H3;1.22;0;0.23;0.02;
13255;48.1273;5.7222;RCP2.6;H3;1.23;1;0.8;0.03;
13256;48.1242;5.8296;RCP2.6;H3;1.23;1;0.93;0.02;
13257;48.1209;5.9369;RCP2.6;H3;1.25;1;1;0.03;
13258;48.1176;6.0442;RCP2.6;H3;1.27;1;1.2;0.06;
13259;48.1142;6.1515;RCP2.6;H3;1.29;1;1.13;0.05;
13260;48.1106;6.2588;RCP2.6;H3;1.28;2;0.8;0.05;
13261;48.107;6.3661;RCP2.6;H3;1.28;2;0.83;0.05;
13262;48.1032;6.4734;RCP2.6;H3;1.25;1;0.54;0.05;
13263;48.0994;6.5806;RCP2.6;H3;1.24;0;0.3;0.05;
13264;48.0955;6.6878;RCP2.6;H3;1.26;3;0.2;0.04;
13265;48.0915;6.7951;RCP2.6;H3;1.25;2;-0.33;0.03;
13266;48.0873;6.9023;RCP2.6;H3;1.29;3;-0.57;0.03;
13267;48.0831;7.0094;RCP2.6;H3;1.28;3;-1;0.02;
13268;48.0788;7.1166;RCP2.6;H3;1.31;3;-1.23;0.03;
13269;48.0744;7.2237;RCP2.6;H3;1.39;2;1.14;0.07;
13270;48.0698;7.3309;RCP2.6;H3;1.36;2;0.93;0.07;
13271;48.0652;7.438;RCP2.6;H3;1.31;1;1.1;0.1;
13272;48.0605;7.5451;RCP2.6;H3;1.31;1;1;0.1;
13301;48.037;-4.6988;RCP2.6;H3;0;0;0;0.02;
13302;48.0434;-4.592;RCP2.6;H3;0.77;2;0.1;0.02;
13303;48.0497;-4.4851;RCP2.6;H3;0.77;2;-0.2;0.02;
13304;48.0558;-4.3782;RCP2.6;H3;0.77;2;-0.1;0.02;
13305;48.0619;-4.2713;RCP2.6;H3;0.84;1;-0.1;0.02;
13306;48.0679;-4.1643;RCP2.6;H3;0.84;1;-0.23;0.02;
13307;48.0738;-4.0573;RCP2.6;H3;0.82;1;-0.2;0.01;
13308;48.0796;-3.9503;RCP2.6;H3;0.85;0;0.07;-0.01;
13309;48.0853;-3.8433;RCP2.6;H3;0.85;0;0.1;-0.01;
13310;48.0909;-3.7363;RCP2.6;H3;0.85;0;0;0.01;
13311;48.0964;-3.6292;RCP2.6;H3;0.9;2;0.1;0.02;
13312;48.1018;-3.5221;RCP2.6;H3;0.89;1;-0.04;0.02;
13313;48.1071;-3.415;RCP2.6;H3;0.88;1;0.2;0.02;
13314;48.1124;-3.3079;RCP2.6;H3;0.88;1;0.1;0.02;
13315;48.1175;-3.2007;RCP2.6;H3;0.89;1;0.77;0.02;
13316;48.1225;-3.0935;RCP2.6;H3;0.92;1;0.57;0.02;
13317;48.1274;-2.9864;RCP2.6;H3;0.92;2;0.7;0.04;
13318;48.1322;-2.8791;RCP2.6;H3;0.92;1;1;0.04;
13319;48.1369;-2.7719;RCP2.6;H3;0.91;1;0.94;0.03;
13320;48.1416;-2.6647;RCP2.6;H3;0.91;1;0.9;0.03;
13321;48.1461;-2.5574;RCP2.6;H3;0.9;1;1.13;0.03;
13322;48.1505;-2.4501;RCP2.6;H3;0.95;1;1.33;0.04;
13323;48.1548;-2.3428;RCP2.6;H3;0.96;1;0.97;0.01;
13324;48.1591;-2.2355;RCP2.6;H3;0.96;1;0.44;0.01;
13325;48.1632;-2.1281;RCP2.6;H3;0.97;1;0.4;0.01;
13326;48.1673;-2.0208;RCP2.6;H3;0.97;1;0.1;0;
13327;48.1712;-1.9134;RCP2.6;H3;0.98;1;0;-0.01;
13328;48.175;-1.806;RCP2.6;H3;0.99;0;-0.07;-0.01;
13329;48.1788;-1.6986;RCP2.6;H3;1.01;0;-0.2;-0.01;
13330;48.1824;-1.5912;RCP2.6;H3;1;0;0;-0;
13331;48.186;-1.4837;RCP2.6;H3;0.98;0;-0.07;-0.01;
13332;48.1894;-1.3763;RCP2.6;H3;1;0;0;-0.01;
13333;48.1928;-1.2688;RCP2.6;H3;1;1;-0.03;-0.01;
13334;48.196;-1.1613;RCP2.6;H3;1;1;-0.2;-0.01;
13335;48.1992;-1.0538;RCP2.6;H3;1.01;1;-0.2;0;
13336;48.2022;-0.9463;RCP2.6;H3;1.02;2;-0.36;0;
13337;48.2052;-0.8388;RCP2.6;H3;1.02;1;-0.04;-0;
13338;48.208;-0.7313;RCP2.6;H3;1.05;1;0.9;0.01;
13339;48.2108;-0.6238;RCP2.6;H3;1.06;1;0.6;0.01;
13340;48.2134;-0.5162;RCP2.6;H3;1.08;2;0.26;0.01;
13341;48.216;-0.4087;RCP2.6;H3;1.06;2;0.9;0.02;
13342;48.2185;-0.3011;RCP2.6;H3;1.06;1;1.13;0;
13343;48.2208;-0.1935;RCP2.6;H3;1.06;2;1.14;0;
13344;48.2231;-0.0859;RCP2.6;H3;1.08;1;1.24;0;
13345;48.2253;0.0217;RCP2.6;H3;1.12;1;1.77;0;
13346;48.2273;0.1293;RCP2.6;H3;1.12;1;1.8;0.01;
13347;48.2293;0.2369;RCP2.6;H3;1.11;1;1.94;0.01;
13348;48.2312;0.3445;RCP2.6;H3;1.11;1;1.7;0.01;
13349;48.2329;0.4522;RCP2.6;H3;1.11;1;1.6;0.01;
13350;48.2346;0.5598;RCP2.6;H3;1.13;1;1.8;0;
13351;48.2362;0.6675;RCP2.6;H3;1.08;1;1.27;-0.01;
13352;48.2377;0.7751;RCP2.6;H3;1.09;2;1.9;-0.01;
13353;48.2391;0.8828;RCP2.6;H3;1.11;1;1.27;-0.01;
13354;48.2403;0.9904;RCP2.6;H3;1.12;1;1.67;-0.02;
13355;48.2415;1.0981;RCP2.6;H3;1.11;0;1.57;-0.02;
13356;48.2426;1.2058;RCP2.6;H3;1.12;0;1.47;-0.02;
13357;48.2436;1.3134;RCP2.6;H3;1.12;1;1.47;-0.01;
13358;48.2445;1.4211;RCP2.6;H3;1.12;1;1.37;-0.01;
13359;48.2453;1.5288;RCP2.6;H3;1.14;1;1.67;-0.01;
13360;48.246;1.6365;RCP2.6;H3;1.12;1;1.63;-0.01;
13361;48.2466;1.7442;RCP2.6;H3;1.12;1;1.64;-0.01;
13362;48.247;1.8519;RCP2.6;H3;1.12;1;1.5;-0.01;
13363;48.2474;1.9596;RCP2.6;H3;1.11;1;1.06;0;
13364;48.2477;2.0673;RCP2.6;H3;1.16;0;1.1;0.01;
13365;48.2479;2.175;RCP2.6;H3;1.16;1;1.07;0.01;
13366;48.248;2.2827;RCP2.6;H3;1.16;1;1.07;0.01;
13367;48.248;2.3904;RCP2.6;H3;1.15;0;1.1;0.01;
13368;48.2479;2.4981;RCP2.6;H3;1.16;1;1.17;0.01;
13369;48.2477;2.6058;RCP2.6;H3;1.16;1;1.17;0.01;
13370;48.2474;2.7135;RCP2.6;H3;1.15;1;1.07;0.01;
13371;48.2471;2.8211;RCP2.6;H3;1.15;0;1.13;0.02;
13372;48.2466;2.9288;RCP2.6;H3;1.14;1;0.84;0.02;
13373;48.246;3.0365;RCP2.6;H3;1.15;1;0.73;0.03;
13374;48.2453;3.1442;RCP2.6;H3;1.16;1;0.7;0.03;
13375;48.2445;3.2519;RCP2.6;H3;1.13;1;0.43;0.04;
13376;48.2436;3.3596;RCP2.6;H3;1.15;1;0.27;0.04;
13377;48.2426;3.4673;RCP2.6;H3;1.15;1;0.3;0.04;
13378;48.2415;3.5749;RCP2.6;H3;1.17;0;0.44;0.04;
13379;48.2404;3.6826;RCP2.6;H3;1.16;1;0.47;0.03;
13380;48.2391;3.7903;RCP2.6;H3;1.17;1;0.33;0.03;
13381;48.2377;3.8979;RCP2.6;H3;1.19;1;0.63;0.04;
13382;48.2362;4.0056;RCP2.6;H3;1.17;1;0;0.05;
13383;48.2346;4.1132;RCP2.6;H3;1.17;1;0.14;0.05;
13384;48.233;4.2209;RCP2.6;H3;1.18;1;0.47;0.05;
13385;48.2312;4.3285;RCP2.6;H3;1.19;1;0.43;0.05;
13386;48.2293;4.4361;RCP2.6;H3;1.19;1;0.46;0.05;
13387;48.2274;4.5437;RCP2.6;H3;1.2;0;-0.13;0.04;
13388;48.2253;4.6513;RCP2.6;H3;1.21;1;0.23;0.04;
13389;48.2231;4.7589;RCP2.6;H3;1.22;0;0.56;0.04;
13390;48.2209;4.8665;RCP2.6;H3;1.19;0;0.1;0.02;
13391;48.2185;4.9741;RCP2.6;H3;1.2;0;0.24;0.02;
13392;48.216;5.0817;RCP2.6;H3;1.21;0;-0.24;0.02;
13393;48.2135;5.1892;RCP2.6;H3;1.2;1;0.1;0.02;
13394;48.2108;5.2968;RCP2.6;H3;1.2;1;0.2;0.02;
13395;48.2081;5.4043;RCP2.6;H3;1.22;0;0.14;0.02;
13396;48.2052;5.5119;RCP2.6;H3;1.2;1;-0.1;0.03;
13397;48.2022;5.6194;RCP2.6;H3;1.21;1;0.2;0.02;
13398;48.1992;5.7269;RCP2.6;H3;1.23;1;0.74;0.03;
13399;48.196;5.8344;RCP2.6;H3;1.23;1;0.77;0.03;
13400;48.1928;5.9418;RCP2.6;H3;1.25;1;1;0.03;
13401;48.1894;6.0493;RCP2.6;H3;1.25;1;0.74;0.04;
13402;48.186;6.1568;RCP2.6;H3;1.25;1;0.83;0.05;
13403;48.1825;6.2642;RCP2.6;H3;1.26;1;0.67;0.06;
13404;48.1788;6.3716;RCP2.6;H3;1.24;2;0.1;0.06;
13405;48.1751;6.479;RCP2.6;H3;1.24;2;0.1;0.06;
13406;48.1712;6.5864;RCP2.6;H3;1.22;1;0.1;0.05;
13407;48.1673;6.6938;RCP2.6;H3;1.22;3;-0.03;0.04;
13408;48.1633;6.8012;RCP2.6;H3;1.24;3;0.03;0.04;
13409;48.1591;6.9085;RCP2.6;H3;1.26;3;-0.2;0.03;
13410;48.1549;7.0158;RCP2.6;H3;1.28;3;-0.6;0.03;
13411;48.1506;7.1231;RCP2.6;H3;1.33;3;-1.53;0.03;
13412;48.1462;7.2304;RCP2.6;H3;1.39;2;1.04;0.07;
13413;48.1416;7.3377;RCP2.6;H3;1.36;2;0.94;0.07;
13414;48.137;7.4449;RCP2.6;H3;1.31;1;1.03;0.1;
13415;48.1323;7.5522;RCP2.6;H3;1.31;1;1.13;0.09;
13416;48.1275;7.6594;RCP2.6;H3;0;0;0;0.11;
13447;48.1275;-4.3874;RCP2.6;H3;0;0;0;0.02;
13448;48.1336;-4.2803;RCP2.6;H3;0.76;2;-0.23;0.02;
13449;48.1396;-4.1732;RCP2.6;H3;0.85;1;0.13;0.01;
13450;48.1455;-4.0661;RCP2.6;H3;0.85;0;-0.33;0;
13451;48.1513;-3.9589;RCP2.6;H3;0.83;1;0.1;-0.01;
13452;48.157;-3.8518;RCP2.6;H3;0.83;1;0.07;-0.01;
13453;48.1626;-3.7446;RCP2.6;H3;0.83;1;0.07;-0.01;
13454;48.1682;-3.6374;RCP2.6;H3;0.81;0;-0.07;-0;
13455;48.1736;-3.5301;RCP2.6;H3;0.89;1;0.04;0.01;
13456;48.1789;-3.4229;RCP2.6;H3;0.86;1;0.27;0.01;
13457;48.1841;-3.3156;RCP2.6;H3;0.85;1;0.27;0.01;
13458;48.1892;-3.2083;RCP2.6;H3;0.86;1;0.37;0.01;
13459;48.1942;-3.101;RCP2.6;H3;0.89;1;0.87;0.03;
13460;48.1992;-2.9936;RCP2.6;H3;0.88;1;0.63;0.02;
13461;48.204;-2.8863;RCP2.6;H3;0.89;1;0.83;0.03;
13462;48.2087;-2.7789;RCP2.6;H3;0.89;1;0.86;0.03;
13463;48.2134;-2.6715;RCP2.6;H3;0.89;0;0.94;0.03;
13464;48.2179;-2.5641;RCP2.6;H3;0.9;0;1.06;0.03;
13465;48.2223;-2.4566;RCP2.6;H3;0.9;2;1.07;0.04;
13466;48.2267;-2.3492;RCP2.6;H3;0.94;0;0.93;0.03;
13467;48.2309;-2.2417;RCP2.6;H3;0.95;0;0.87;0.02;
13468;48.235;-2.1342;RCP2.6;H3;0.96;1;0.7;0.02;
13469;48.2391;-2.0267;RCP2.6;H3;0.97;1;0.27;0.01;
13470;48.243;-1.9192;RCP2.6;H3;0.97;0;-0.04;0;
13471;48.2469;-1.8117;RCP2.6;H3;0.96;1;0.13;0;
13472;48.2506;-1.7041;RCP2.6;H3;0.97;0;-0.2;-0.01;
13473;48.2543;-1.5965;RCP2.6;H3;0.97;0;-0.03;-0;
13474;48.2578;-1.489;RCP2.6;H3;0.99;0;0.2;-0.01;
13475;48.2613;-1.3814;RCP2.6;H3;1;0;0.03;-0.01;
13476;48.2646;-1.2738;RCP2.6;H3;1;1;-0.07;-0.01;
13477;48.2679;-1.1661;RCP2.6;H3;0.99;1;-0.3;-0.01;
13478;48.271;-1.0585;RCP2.6;H3;1.02;1;-0.44;0;
13479;48.2741;-0.9508;RCP2.6;H3;1.01;1;-0.2;0;
13480;48.277;-0.8432;RCP2.6;H3;1.03;2;-0.43;-0;
13481;48.2799;-0.7355;RCP2.6;H3;1.05;1;0.4;0.02;
13482;48.2827;-0.6278;RCP2.6;H3;1.05;1;0.6;0.02;
13483;48.2853;-0.5201;RCP2.6;H3;1.04;2;0.34;0.02;
13484;48.2879;-0.4124;RCP2.6;H3;1.04;2;0.24;0.01;
13485;48.2904;-0.3047;RCP2.6;H3;1.05;2;0.6;0.01;
13486;48.2927;-0.197;RCP2.6;H3;1.05;2;0.63;0.01;
13487;48.295;-0.0892;RCP2.6;H3;1.08;1;1.2;0.01;
13488;48.2972;0.0185;RCP2.6;H3;1.08;2;1.14;0.01;
13489;48.2992;0.1263;RCP2.6;H3;1.07;2;1.36;0.02;
13490;48.3012;0.234;RCP2.6;H3;1.11;1;1.43;0.01;
13491;48.3031;0.3418;RCP2.6;H3;1.11;1;1.73;0.01;
13492;48.3049;0.4496;RCP2.6;H3;1.06;2;1.74;0.01;
13493;48.3065;0.5574;RCP2.6;H3;1.09;1;1.5;-0;
13494;48.3081;0.6652;RCP2.6;H3;1.08;1;1.27;-0.01;
13495;48.3096;0.773;RCP2.6;H3;1.1;1;1.43;-0.02;
13496;48.311;0.8808;RCP2.6;H3;1.1;1;1.5;-0.02;
13497;48.3123;0.9886;RCP2.6;H3;1.11;1;1.77;-0.02;
13498;48.3134;1.0964;RCP2.6;H3;1.13;1;1.56;-0.02;
13499;48.3145;1.2042;RCP2.6;H3;1.12;0;1.7;-0.02;
13500;48.3155;1.312;RCP2.6;H3;1.12;1;1.64;-0.02;
13501;48.3164;1.4199;RCP2.6;H3;1.13;1;1.67;-0.02;
13502;48.3172;1.5277;RCP2.6;H3;1.13;1;1.73;-0.02;
13503;48.3179;1.6355;RCP2.6;H3;1.12;1;1.57;-0.02;
13504;48.3185;1.7434;RCP2.6;H3;1.12;1;1.57;-0.01;
13505;48.319;1.8512;RCP2.6;H3;1.12;1;1.4;-0;
13506;48.3194;1.9591;RCP2.6;H3;1.11;1;1.07;0;
13507;48.3197;2.0669;RCP2.6;H3;1.15;0;0.97;0;
13508;48.3199;2.1747;RCP2.6;H3;1.14;0;0.83;0;
13509;48.32;2.2826;RCP2.6;H3;1.14;0;0.83;0;
13510;48.32;2.3904;RCP2.6;H3;1.13;1;1.1;0;
13511;48.3199;2.4983;RCP2.6;H3;1.17;1;1;0;
13512;48.3197;2.6061;RCP2.6;H3;1.17;1;1.07;0;
13513;48.3194;2.714;RCP2.6;H3;1.17;0;1.2;-0;
13514;48.319;2.8218;RCP2.6;H3;1.16;0;1.13;0.01;
13515;48.3185;2.9297;RCP2.6;H3;1.15;1;0.93;0;
13516;48.3179;3.0375;RCP2.6;H3;1.15;0;0.74;0.02;
13517;48.3172;3.1453;RCP2.6;H3;1.14;1;0.9;0.03;
13518;48.3164;3.2532;RCP2.6;H3;1.15;1;0.43;0.03;
13519;48.3155;3.361;RCP2.6;H3;1.15;1;0.27;0.04;
13520;48.3145;3.4688;RCP2.6;H3;1.15;1;0.27;0.04;
13521;48.3135;3.5766;RCP2.6;H3;1.17;1;0.53;0.04;
13522;48.3123;3.6844;RCP2.6;H3;1.16;1;0.3;0.03;
13523;48.311;3.7923;RCP2.6;H3;1.16;1;0.5;0.03;
13524;48.3096;3.9001;RCP2.6;H3;1.19;1;0.43;0.03;
13525;48.3081;4.0079;RCP2.6;H3;1.17;1;-0.13;0.04;
13526;48.3066;4.1157;RCP2.6;H3;1.17;1;-0.07;0.04;
13527;48.3049;4.2234;RCP2.6;H3;1.17;1;0;0.06;
13528;48.3031;4.3312;RCP2.6;H3;1.23;1;0.53;0.04;
13529;48.3012;4.439;RCP2.6;H3;1.23;1;0.3;0.04;
13530;48.2993;4.5468;RCP2.6;H3;1.19;1;0.47;0.03;
13531;48.2972;4.6545;RCP2.6;H3;1.2;1;0.44;0.03;
13532;48.295;4.7623;RCP2.6;H3;1.22;0;0.13;0.04;
13533;48.2928;4.87;RCP2.6;H3;1.18;1;-0.07;0.02;
13534;48.2904;4.9777;RCP2.6;H3;1.2;0;0.17;0.02;
13535;48.2879;5.0854;RCP2.6;H3;1.21;0;-0.1;0.02;
13536;48.2854;5.1932;RCP2.6;H3;1.2;1;0.17;0.02;
13537;48.2827;5.3009;RCP2.6;H3;1.21;1;0.03;0.02;
13538;48.2799;5.4085;RCP2.6;H3;1.22;0;0.1;0.02;
13539;48.2771;5.5162;RCP2.6;H3;1.23;0;-0.37;0.01;
13540;48.2741;5.6239;RCP2.6;H3;1.22;1;0.4;0.02;
13541;48.2711;5.7315;RCP2.6;H3;1.22;1;1.04;0.02;
13542;48.2679;5.8392;RCP2.6;H3;1.22;1;0.83;0.02;
13543;48.2647;5.9468;RCP2.6;H3;1.23;1;0.94;0.03;
13544;48.2613;6.0544;RCP2.6;H3;1.24;1;0.84;0.04;
13545;48.2579;6.162;RCP2.6;H3;1.24;2;0.8;0.04;
13546;48.2543;6.2696;RCP2.6;H3;1.23;1;0.53;0.05;
13547;48.2507;6.3771;RCP2.6;H3;1.25;2;0.06;0.05;
13548;48.2469;6.4847;RCP2.6;H3;1.24;2;0.04;0.05;
13549;48.2431;6.5922;RCP2.6;H3;1.21;1;0.07;0.05;
13550;48.2391;6.6998;RCP2.6;H3;1.22;3;-0.17;0.05;
13551;48.2351;6.8073;RCP2.6;H3;1.23;3;0.03;0.04;
13552;48.2309;6.9148;RCP2.6;H3;1.24;2;-0.4;0.03;
13553;48.2267;7.0222;RCP2.6;H3;1.25;2;-0.23;0.03;
13554;48.2224;7.1297;RCP2.6;H3;1.26;4;-1.43;0.05;
13555;48.2179;7.2371;RCP2.6;H3;1.38;3;-0.9;0.04;
13556;48.2134;7.3445;RCP2.6;H3;1.37;1;0.04;0.07;
13557;48.2088;7.4519;RCP2.6;H3;1.32;1;1.7;0.07;
13558;48.2041;7.5593;RCP2.6;H3;1.32;1;0.83;0.1;
13559;48.1992;7.6667;RCP2.6;H3;0;0;0;0.1;
13589;48.193;-4.5037;RCP2.6;H3;0;0;0;0.02;
13590;48.1992;-4.3965;RCP2.6;H3;0;0;0;0.01;
13591;48.2053;-4.2893;RCP2.6;H3;0.75;1;0.16;0.01;
13592;48.2113;-4.1821;RCP2.6;H3;0.85;0;0.23;0.01;
13593;48.2172;-4.0748;RCP2.6;H3;0.84;1;-0.1;-0;
13594;48.223;-3.9675;RCP2.6;H3;0.88;0;0.23;-0.01;
13595;48.2287;-3.8602;RCP2.6;H3;0.88;0;0.17;-0.01;
13596;48.2344;-3.7529;RCP2.6;H3;0.89;1;0.14;-0.01;
13597;48.2399;-3.6455;RCP2.6;H3;0.88;0;0.33;-0.01;
13598;48.2453;-3.5382;RCP2.6;H3;0.83;0;0.2;-0.01;
13599;48.2506;-3.4308;RCP2.6;H3;0.86;1;0.33;0.01;
13600;48.2559;-3.3233;RCP2.6;H3;0.87;1;0.46;0.01;
13601;48.261;-3.2159;RCP2.6;H3;0.88;1;0.26;0.01;
13602;48.266;-3.1084;RCP2.6;H3;0.87;1;0.6;0.02;
13603;48.2709;-3.0009;RCP2.6;H3;0.86;0;0.47;0.02;
13604;48.2758;-2.8934;RCP2.6;H3;0.87;1;1;0.03;
13605;48.2805;-2.7859;RCP2.6;H3;0.88;1;1.54;0.03;
13606;48.2851;-2.6784;RCP2.6;H3;0.88;1;1.77;0.03;
13607;48.2897;-2.5708;RCP2.6;H3;0.88;1;1.73;0.04;
13608;48.2941;-2.4632;RCP2.6;H3;0.89;1;0.97;0.04;
13609;48.2985;-2.3556;RCP2.6;H3;0.93;0;1.24;0.03;
13610;48.3027;-2.248;RCP2.6;H3;0.93;1;1.13;0.03;
13611;48.3068;-2.1404;RCP2.6;H3;0.94;1;0.67;0.02;
13612;48.3109;-2.0327;RCP2.6;H3;0.95;1;0.44;0.02;
13613;48.3148;-1.925;RCP2.6;H3;0.95;1;0.17;0.01;
13614;48.3187;-1.8174;RCP2.6;H3;0.96;1;0.54;0;
13615;48.3224;-1.7097;RCP2.6;H3;0.97;-1;-0.1;-0.01;
13616;48.3261;-1.6019;RCP2.6;H3;0.97;1;0.07;-0;
13617;48.3296;-1.4942;RCP2.6;H3;0.99;0;0.4;-0.01;
