#-----------------------------------------------------------------------------
# Date d'extraction : 27/12/2025 - 18h56 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATAV : Ecart de température moyenne journalière (°C)
#     APN20MM : Ecart de nombre de jours de fortes précipitations (jour(s))
#     AFF98 : Ecart de nombre de jours de vent fort (jour(s))
#     ARRR : Ecart relatif de cumul de précipitation
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATAV;APN20MM;AFF98;ARRR;
#-----------------------------------------------------------------------------
13115;48.0457;6.0392;RCP8.5;H3;3.92;4;0.8;0.14;
13116;48.0423;6.1463;RCP8.5;H3;3.9;5;0.77;0.14;
13117;48.0388;6.2535;RCP8.5;H3;3.91;4;0.57;0.14;
13118;48.0351;6.3606;RCP8.5;H3;3.92;3;0.74;0.13;
13119;48.0314;6.4677;RCP8.5;H3;3.91;6;0.53;0.12;
13120;48.0276;6.5748;RCP8.5;H3;3.89;5;0.12;0.13;
13121;48.0237;6.6819;RCP8.5;H3;4.06;6;0.01;0.14;
13122;48.0196;6.789;RCP8.5;H3;4.14;7;0.46;0.13;
13123;48.0155;6.896;RCP8.5;H3;4.41;7;0.01;0.12;
13124;48.0113;7.0031;RCP8.5;H3;4.35;7;0.21;0.12;
13125;48.007;7.1101;RCP8.5;H3;4.31;3;-0.58;0.07;
13126;48.0026;7.2171;RCP8.5;H3;4.24;3;-0.16;0.1;
13127;47.998;7.3241;RCP8.5;H3;4.05;1;1.43;0.11;
13128;47.9934;7.431;RCP8.5;H3;3.88;2;0.67;0.19;
13129;47.9887;7.538;RCP8.5;H3;3.88;2;0.67;0.19;
13130;47.9839;7.6449;RCP8.5;H3;0;0;0;0.2;
13159;47.9717;-4.5825;RCP8.5;H3;0;0;0;0.07;
13160;47.978;-4.4758;RCP8.5;H3;0;0;0;0.07;
13161;47.9842;-4.369;RCP8.5;H3;3.31;3;-0.26;0.07;
13162;47.9903;-4.2623;RCP8.5;H3;3.23;4;-0.71;0.08;
13163;47.9962;-4.1555;RCP8.5;H3;3.24;4;-0.75;0.08;
13164;48.0021;-4.0486;RCP8.5;H3;3.26;4;-0.2;0.08;
13165;48.0079;-3.9418;RCP8.5;H3;3.18;4;-0.09;0.09;
13166;48.0136;-3.8349;RCP8.5;H3;3.16;5;-0.19;0.09;
13167;48.0192;-3.728;RCP8.5;H3;3.27;3;-0.54;0.07;
13168;48.0247;-3.6211;RCP8.5;H3;3.41;4;-0.36;0.09;
13169;48.0301;-3.5141;RCP8.5;H3;3.41;4;-0.26;0.09;
13170;48.0354;-3.4072;RCP8.5;H3;3.4;4;-0.23;0.1;
13171;48.0406;-3.3002;RCP8.5;H3;3.42;5;-0.26;0.08;
13172;48.0457;-3.1932;RCP8.5;H3;3.38;3;-0.33;0.08;
13173;48.0507;-3.0861;RCP8.5;H3;3.38;2;-0.05;0.09;
13174;48.0556;-2.9791;RCP8.5;H3;3.4;2;-0.16;0.09;
13175;48.0604;-2.872;RCP8.5;H3;3.4;3;0.12;0.09;
13176;48.0652;-2.7649;RCP8.5;H3;3.41;3;0.05;0.08;
13177;48.0698;-2.6578;RCP8.5;H3;3.42;3;-0.02;0.08;
13178;48.0743;-2.5507;RCP8.5;H3;3.32;2;0.53;0.07;
13179;48.0787;-2.4436;RCP8.5;H3;3.47;2;0.56;0.1;
13180;48.083;-2.3364;RCP8.5;H3;3.48;2;0.94;0.1;
13181;48.0873;-2.2292;RCP8.5;H3;3.45;2;0.64;0.06;
13182;48.0914;-2.122;RCP8.5;H3;3.46;2;0.53;0.06;
13183;48.0954;-2.0148;RCP8.5;H3;3.45;2;0.33;0.06;
13184;48.0994;-1.9076;RCP8.5;H3;3.48;2;0.63;0.08;
13185;48.1032;-1.8003;RCP8.5;H3;3.49;1;-0.09;0.08;
13186;48.1069;-1.6931;RCP8.5;H3;3.5;1;0.33;0.07;
13187;48.1106;-1.5858;RCP8.5;H3;3.47;1;1.04;0.08;
13188;48.1141;-1.4785;RCP8.5;H3;3.47;1;1.05;0.08;
13189;48.1175;-1.3712;RCP8.5;H3;3.44;2;0.53;0.06;
13190;48.1209;-1.2639;RCP8.5;H3;3.45;2;0.56;0.06;
13191;48.1241;-1.1566;RCP8.5;H3;3.44;3;0.67;0.07;
13192;48.1273;-1.0492;RCP8.5;H3;3.51;2;0.84;0.07;
13193;48.1303;-0.9419;RCP8.5;H3;3.51;2;0.88;0.07;
13194;48.1333;-0.8345;RCP8.5;H3;3.54;2;1.11;0.08;
13195;48.1361;-0.7271;RCP8.5;H3;3.55;2;1.22;0.09;
13196;48.1389;-0.6197;RCP8.5;H3;3.55;2;1.29;0.09;
13197;48.1415;-0.5123;RCP8.5;H3;3.58;3;1.12;0.1;
13198;48.1441;-0.4049;RCP8.5;H3;3.59;3;1.04;0.1;
13199;48.1466;-0.2975;RCP8.5;H3;3.61;3;1.39;0.13;
13200;48.1489;-0.19;RCP8.5;H3;3.67;2;1.77;0.11;
13201;48.1512;-0.0826;RCP8.5;H3;3.65;2;1.53;0.11;
13202;48.1534;0.0249;RCP8.5;H3;3.75;1;2.35;0.09;
13203;48.1554;0.1323;RCP8.5;H3;3.73;2;2.5;0.08;
13204;48.1574;0.2398;RCP8.5;H3;3.73;2;2.42;0.08;
13205;48.1593;0.3473;RCP8.5;H3;3.7;2;2.5;0.08;
13206;48.161;0.4547;RCP8.5;H3;3.74;1;2.05;0.09;
13207;48.1627;0.5622;RCP8.5;H3;3.75;1;1.98;0.09;
13208;48.1643;0.6697;RCP8.5;H3;3.74;1;2.01;0.07;
13209;48.1658;0.7772;RCP8.5;H3;3.77;2;2.04;0.07;
13210;48.1671;0.8848;RCP8.5;H3;3.71;2;1.7;0.07;
13211;48.1684;0.9923;RCP8.5;H3;3.72;2;2.11;0.05;
13212;48.1696;1.0998;RCP8.5;H3;3.7;1;1.81;0.06;
13213;48.1707;1.2073;RCP8.5;H3;3.69;1;2.01;0.03;
13214;48.1717;1.3148;RCP8.5;H3;3.76;1;1.7;0.04;
13215;48.1726;1.4224;RCP8.5;H3;3.68;2;2.11;0.03;
13216;48.1733;1.5299;RCP8.5;H3;3.7;2;1.98;0.04;
13217;48.174;1.6375;RCP8.5;H3;3.73;1;1.7;0.05;
13218;48.1746;1.745;RCP8.5;H3;3.72;1;1.63;0.05;
13219;48.1751;1.8525;RCP8.5;H3;3.67;1;2.04;0.05;
13220;48.1755;1.9601;RCP8.5;H3;3.66;1;1.97;0.05;
13221;48.1758;2.0676;RCP8.5;H3;3.81;1;1.81;0.05;
13222;48.176;2.1752;RCP8.5;H3;3.8;1;1.49;0.05;
13223;48.1761;2.2827;RCP8.5;H3;3.79;1;1.49;0.05;
13224;48.1761;2.3903;RCP8.5;H3;3.8;2;1.15;0.06;
13225;48.176;2.4978;RCP8.5;H3;3.8;2;1.42;0.06;
13226;48.1758;2.6054;RCP8.5;H3;3.77;2;1.36;0.05;
13227;48.1755;2.7129;RCP8.5;H3;3.74;2;1.25;0.07;
13228;48.1751;2.8205;RCP8.5;H3;3.73;2;1.46;0.09;
13229;48.1746;2.928;RCP8.5;H3;3.7;2;0.39;0.09;
13230;48.174;3.0356;RCP8.5;H3;3.75;3;0.7;0.1;
13231;48.1734;3.1431;RCP8.5;H3;3.75;3;0.87;0.1;
13232;48.1726;3.2506;RCP8.5;H3;3.72;2;0.39;0.1;
13233;48.1717;3.3582;RCP8.5;H3;3.72;2;0.67;0.11;
13234;48.1707;3.4657;RCP8.5;H3;3.75;2;0.56;0.09;
13235;48.1696;3.5732;RCP8.5;H3;3.79;2;0.84;0.1;
13236;48.1684;3.6808;RCP8.5;H3;3.8;3;0.7;0.12;
13237;48.1672;3.7883;RCP8.5;H3;3.81;3;0.67;0.12;
13238;48.1658;3.8958;RCP8.5;H3;3.84;2;0.87;0.13;
13239;48.1643;4.0033;RCP8.5;H3;3.78;3;0.87;0.13;
13240;48.1627;4.1108;RCP8.5;H3;3.77;2;0.33;0.1;
13241;48.1611;4.2183;RCP8.5;H3;3.72;3;0.56;0.13;
13242;48.1593;4.3258;RCP8.5;H3;3.75;3;0.56;0.13;
13243;48.1574;4.4332;RCP8.5;H3;3.8;3;0.36;0.13;
13244;48.1555;4.5407;RCP8.5;H3;3.88;3;0.36;0.14;
13245;48.1534;4.6482;RCP8.5;H3;3.88;3;0.39;0.14;
13246;48.1512;4.7556;RCP8.5;H3;3.91;3;0.81;0.11;
13247;48.149;4.8631;RCP8.5;H3;3.78;3;0.56;0.11;
13248;48.1466;4.9705;RCP8.5;H3;3.81;2;0.43;0.11;
13249;48.1441;5.0779;RCP8.5;H3;3.82;3;0.56;0.11;
13250;48.1416;5.1853;RCP8.5;H3;3.81;3;0.6;0.11;
13251;48.1389;5.2927;RCP8.5;H3;3.83;3;0.53;0.1;
13252;48.1362;5.4001;RCP8.5;H3;3.87;4;0.49;0.1;
13253;48.1333;5.5075;RCP8.5;H3;3.79;4;0.88;0.11;
13254;48.1304;5.6149;RCP8.5;H3;3.78;3;0.8;0.1;
13255;48.1273;5.7222;RCP8.5;H3;3.81;3;1.32;0.13;
13256;48.1242;5.8296;RCP8.5;H3;3.81;4;1.32;0.12;
13257;48.1209;5.9369;RCP8.5;H3;3.84;4;1.15;0.12;
13258;48.1176;6.0442;RCP8.5;H3;3.87;4;0.98;0.15;
13259;48.1142;6.1515;RCP8.5;H3;3.9;4;0.87;0.15;
13260;48.1106;6.2588;RCP8.5;H3;3.91;4;0.56;0.14;
13261;48.107;6.3661;RCP8.5;H3;3.9;4;0.6;0.14;
13262;48.1032;6.4734;RCP8.5;H3;3.86;4;0.5;0.13;
13263;48.0994;6.5806;RCP8.5;H3;3.85;3;-0.12;0.13;
13264;48.0955;6.6878;RCP8.5;H3;3.95;6;0.12;0.12;
13265;48.0915;6.7951;RCP8.5;H3;3.98;6;-0.06;0.14;
13266;48.0873;6.9023;RCP8.5;H3;4.22;6;0.53;0.11;
13267;48.0831;7.0094;RCP8.5;H3;4.2;6;0.67;0.11;
13268;48.0788;7.1166;RCP8.5;H3;4.27;5;-0.23;0.1;
13269;48.0744;7.2237;RCP8.5;H3;4.18;2;0.84;0.12;
13270;48.0698;7.3309;RCP8.5;H3;4.09;2;0.87;0.13;
13271;48.0652;7.438;RCP8.5;H3;3.87;2;0.73;0.19;
13272;48.0605;7.5451;RCP8.5;H3;3.87;2;0.63;0.19;
13301;48.037;-4.6988;RCP8.5;H3;0;0;0;0.06;
13302;48.0434;-4.592;RCP8.5;H3;2.99;3;-0.2;0.06;
13303;48.0497;-4.4851;RCP8.5;H3;2.97;3;-0.26;0.06;
13304;48.0558;-4.3782;RCP8.5;H3;2.97;3;-0.16;0.06;
13305;48.0619;-4.2713;RCP8.5;H3;3.24;4;-0.12;0.08;
13306;48.0679;-4.1643;RCP8.5;H3;3.22;5;-0.19;0.08;
13307;48.0738;-4.0573;RCP8.5;H3;3.2;4;-0.09;0.08;
13308;48.0796;-3.9503;RCP8.5;H3;3.27;3;-0.26;0.06;
13309;48.0853;-3.8433;RCP8.5;H3;3.26;3;-0.16;0.06;
13310;48.0909;-3.7363;RCP8.5;H3;3.26;3;-0.57;0.07;
13311;48.0964;-3.6292;RCP8.5;H3;3.38;4;-0.51;0.09;
13312;48.1018;-3.5221;RCP8.5;H3;3.36;4;-0.55;0.09;
13313;48.1071;-3.415;RCP8.5;H3;3.34;4;-0.13;0.1;
13314;48.1124;-3.3079;RCP8.5;H3;3.33;4;0.05;0.1;
13315;48.1175;-3.2007;RCP8.5;H3;3.35;3;0.29;0.08;
13316;48.1225;-3.0935;RCP8.5;H3;3.4;2;0.15;0.08;
13317;48.1274;-2.9864;RCP8.5;H3;3.43;3;0.01;0.1;
13318;48.1322;-2.8791;RCP8.5;H3;3.39;2;0.26;0.1;
13319;48.1369;-2.7719;RCP8.5;H3;3.3;2;0.26;0.08;
13320;48.1416;-2.6647;RCP8.5;H3;3.3;2;0.36;0.08;
13321;48.1461;-2.5574;RCP8.5;H3;3.27;3;0.43;0.1;
13322;48.1505;-2.4501;RCP8.5;H3;3.44;3;0.7;0.13;
13323;48.1548;-2.3428;RCP8.5;H3;3.42;2;1.19;0.07;
13324;48.1591;-2.2355;RCP8.5;H3;3.42;1;1.19;0.07;
13325;48.1632;-2.1281;RCP8.5;H3;3.46;2;0.6;0.06;
13326;48.1673;-2.0208;RCP8.5;H3;3.46;2;0.29;0.06;
13327;48.1712;-1.9134;RCP8.5;H3;3.42;2;0.22;0.06;
13328;48.175;-1.806;RCP8.5;H3;3.48;1;0.28;0.07;
13329;48.1788;-1.6986;RCP8.5;H3;3.46;1;-0.16;0.08;
13330;48.1824;-1.5912;RCP8.5;H3;3.46;1;0.42;0.09;
13331;48.186;-1.4837;RCP8.5;H3;3.4;1;0.67;0.08;
13332;48.1894;-1.3763;RCP8.5;H3;3.44;2;0.77;0.07;
13333;48.1928;-1.2688;RCP8.5;H3;3.44;2;0.6;0.07;
13334;48.196;-1.1613;RCP8.5;H3;3.44;2;0.77;0.08;
13335;48.1992;-1.0538;RCP8.5;H3;3.51;2;0.8;0.09;
13336;48.2022;-0.9463;RCP8.5;H3;3.52;2;0.64;0.09;
13337;48.2052;-0.8388;RCP8.5;H3;3.51;2;1.11;0.08;
13338;48.208;-0.7313;RCP8.5;H3;3.54;2;1.26;0.09;
13339;48.2108;-0.6238;RCP8.5;H3;3.55;3;1.04;0.09;
13340;48.2134;-0.5162;RCP8.5;H3;3.59;3;1.04;0.1;
13341;48.216;-0.4087;RCP8.5;H3;3.61;4;1.36;0.13;
13342;48.2185;-0.3011;RCP8.5;H3;3.61;3;1.8;0.1;
13343;48.2208;-0.1935;RCP8.5;H3;3.6;4;1.84;0.09;
13344;48.2231;-0.0859;RCP8.5;H3;3.68;3;1.74;0.11;
13345;48.2253;0.0217;RCP8.5;H3;3.75;2;2.53;0.08;
13346;48.2273;0.1293;RCP8.5;H3;3.7;2;2.36;0.09;
13347;48.2293;0.2369;RCP8.5;H3;3.69;2;2.32;0.1;
13348;48.2312;0.3445;RCP8.5;H3;3.68;2;2.46;0.09;
13349;48.2329;0.4522;RCP8.5;H3;3.7;2;2.18;0.09;
13350;48.2346;0.5598;RCP8.5;H3;3.76;2;2.22;0.09;
13351;48.2362;0.6675;RCP8.5;H3;3.62;2;1.08;0.06;
13352;48.2377;0.7751;RCP8.5;H3;3.66;3;2.25;0.07;
13353;48.2391;0.8828;RCP8.5;H3;3.71;2;1.36;0.07;
13354;48.2403;0.9904;RCP8.5;H3;3.74;2;2.29;0.05;
13355;48.2415;1.0981;RCP8.5;H3;3.7;1;1.84;0.06;
13356;48.2426;1.2058;RCP8.5;H3;3.7;1;1.98;0.03;
13357;48.2436;1.3134;RCP8.5;H3;3.69;2;2.53;0.04;
13358;48.2445;1.4211;RCP8.5;H3;3.69;2;2.53;0.04;
13359;48.2453;1.5288;RCP8.5;H3;3.7;2;2.6;0.04;
13360;48.246;1.6365;RCP8.5;H3;3.67;2;2.22;0.05;
13361;48.2466;1.7442;RCP8.5;H3;3.67;2;2.26;0.05;
13362;48.247;1.8519;RCP8.5;H3;3.66;2;2.25;0.05;
13363;48.2474;1.9596;RCP8.5;H3;3.66;2;2.01;0.05;
13364;48.2477;2.0673;RCP8.5;H3;3.81;1;2.04;0.06;
13365;48.2479;2.175;RCP8.5;H3;3.81;1;1.77;0.05;
13366;48.248;2.2827;RCP8.5;H3;3.82;1;1.63;0.05;
13367;48.248;2.3904;RCP8.5;H3;3.78;1;1.5;0.05;
13368;48.2479;2.4981;RCP8.5;H3;3.78;2;1.36;0.05;
13369;48.2477;2.6058;RCP8.5;H3;3.77;2;1.39;0.05;
13370;48.2474;2.7135;RCP8.5;H3;3.76;2;1.29;0.07;
13371;48.2471;2.8211;RCP8.5;H3;3.75;2;1.49;0.09;
13372;48.2466;2.9288;RCP8.5;H3;3.71;2;0.88;0.09;
13373;48.246;3.0365;RCP8.5;H3;3.73;2;0.87;0.1;
13374;48.2453;3.1442;RCP8.5;H3;3.75;3;0.94;0.1;
13375;48.2445;3.2519;RCP8.5;H3;3.68;2;0.73;0.12;
13376;48.2436;3.3596;RCP8.5;H3;3.7;2;0.74;0.11;
13377;48.2426;3.4673;RCP8.5;H3;3.7;2;0.73;0.11;
13378;48.2415;3.5749;RCP8.5;H3;3.72;2;1.12;0.1;
13379;48.2404;3.6826;RCP8.5;H3;3.72;2;0.98;0.1;
13380;48.2391;3.7903;RCP8.5;H3;3.74;2;0.84;0.1;
13381;48.2377;3.8979;RCP8.5;H3;3.79;3;0.88;0.13;
13382;48.2362;4.0056;RCP8.5;H3;3.72;2;0.36;0.11;
13383;48.2346;4.1132;RCP8.5;H3;3.71;2;0.36;0.11;
13384;48.233;4.2209;RCP8.5;H3;3.72;3;0.64;0.13;
13385;48.2312;4.3285;RCP8.5;H3;3.74;3;0.56;0.13;
13386;48.2293;4.4361;RCP8.5;H3;3.76;3;0.45;0.13;
13387;48.2274;4.5437;RCP8.5;H3;3.82;3;0.15;0.13;
13388;48.2253;4.6513;RCP8.5;H3;3.84;3;0.39;0.13;
13389;48.2231;4.7589;RCP8.5;H3;3.83;3;0.7;0.12;
13390;48.2209;4.8665;RCP8.5;H3;3.79;3;0.26;0.11;
13391;48.2185;4.9741;RCP8.5;H3;3.79;3;0.5;0.11;
13392;48.216;5.0817;RCP8.5;H3;3.84;3;0.32;0.09;
13393;48.2135;5.1892;RCP8.5;H3;3.84;3;0.73;0.09;
13394;48.2108;5.2968;RCP8.5;H3;3.83;3;0.73;0.09;
13395;48.2081;5.4043;RCP8.5;H3;3.86;3;0.39;0.1;
13396;48.2052;5.5119;RCP8.5;H3;3.79;4;0.88;0.11;
13397;48.2022;5.6194;RCP8.5;H3;3.77;3;0.81;0.1;
13398;48.1992;5.7269;RCP8.5;H3;3.81;3;1.19;0.13;
13399;48.196;5.8344;RCP8.5;H3;3.81;3;1.29;0.13;
13400;48.1928;5.9418;RCP8.5;H3;3.84;3;1.29;0.12;
13401;48.1894;6.0493;RCP8.5;H3;3.83;4;0.64;0.12;
13402;48.186;6.1568;RCP8.5;H3;3.85;3;0.94;0.13;
13403;48.1825;6.2642;RCP8.5;H3;3.85;4;0.53;0.13;
13404;48.1788;6.3716;RCP8.5;H3;3.83;4;0.39;0.13;
13405;48.1751;6.479;RCP8.5;H3;3.83;4;0.39;0.13;
13406;48.1712;6.5864;RCP8.5;H3;3.81;3;0.46;0.12;
13407;48.1673;6.6938;RCP8.5;H3;3.85;6;0.88;0.11;
13408;48.1633;6.8012;RCP8.5;H3;3.93;6;0.77;0.11;
13409;48.1591;6.9085;RCP8.5;H3;4.01;5;1.46;0.09;
13410;48.1549;7.0158;RCP8.5;H3;4.18;7;0.39;0.12;
13411;48.1506;7.1231;RCP8.5;H3;4.33;5;-0.5;0.09;
13412;48.1462;7.2304;RCP8.5;H3;4.19;2;0.74;0.11;
13413;48.1416;7.3377;RCP8.5;H3;4.1;2;0.84;0.13;
13414;48.137;7.4449;RCP8.5;H3;3.87;2;0.63;0.19;
13415;48.1323;7.5522;RCP8.5;H3;3.88;1;0.66;0.17;
13416;48.1275;7.6594;RCP8.5;H3;0;0;0;0.2;
13447;48.1275;-4.3874;RCP8.5;H3;0;0;0;0.06;
13448;48.1336;-4.2803;RCP8.5;H3;2.94;3;-0.02;0.08;
13449;48.1396;-4.1732;RCP8.5;H3;3.25;5;0.63;0.06;
13450;48.1455;-4.0661;RCP8.5;H3;3.29;3;-0.16;0.07;
13451;48.1513;-3.9589;RCP8.5;H3;3.17;3;-0.27;0.06;
13452;48.157;-3.8518;RCP8.5;H3;3.18;3;-0.09;0.06;
13453;48.1626;-3.7446;RCP8.5;H3;3.17;3;-0.33;0.05;
13454;48.1682;-3.6374;RCP8.5;H3;3.11;3;-0.65;0.06;
13455;48.1736;-3.5301;RCP8.5;H3;3.35;3;-0.16;0.09;
13456;48.1789;-3.4229;RCP8.5;H3;3.26;3;-0.26;0.07;
13457;48.1841;-3.3156;RCP8.5;H3;3.26;3;-0.2;0.07;
13458;48.1892;-3.2083;RCP8.5;H3;3.25;3;-0.19;0.06;
13459;48.1942;-3.101;RCP8.5;H3;3.33;3;0.36;0.08;
13460;48.1992;-2.9936;RCP8.5;H3;3.29;2;0.42;0.06;
13461;48.204;-2.8863;RCP8.5;H3;3.29;3;0.49;0.07;
13462;48.2087;-2.7789;RCP8.5;H3;3.27;2;0.32;0.08;
13463;48.2134;-2.6715;RCP8.5;H3;3.27;1;0.57;0.08;
13464;48.2179;-2.5641;RCP8.5;H3;3.26;2;0.42;0.1;
13465;48.2223;-2.4566;RCP8.5;H3;3.26;3;0.46;0.09;
13466;48.2267;-2.3492;RCP8.5;H3;3.42;1;0.73;0.09;
13467;48.2309;-2.2417;RCP8.5;H3;3.39;1;0.53;0.09;
13468;48.235;-2.1342;RCP8.5;H3;3.44;2;0.4;0.09;
13469;48.2391;-2.0267;RCP8.5;H3;3.43;2;0.39;0.08;
13470;48.243;-1.9192;RCP8.5;H3;3.42;1;0.53;0.08;
13471;48.2469;-1.8117;RCP8.5;H3;3.42;2;0.49;0.08;
13472;48.2506;-1.7041;RCP8.5;H3;3.41;1;0.32;0.08;
13473;48.2543;-1.5965;RCP8.5;H3;3.39;1;0.39;0.08;
13474;48.2578;-1.489;RCP8.5;H3;3.46;2;0.32;0.07;
13475;48.2613;-1.3814;RCP8.5;H3;3.45;2;0.84;0.07;
13476;48.2646;-1.2738;RCP8.5;H3;3.45;2;0.77;0.08;
13477;48.2679;-1.1661;RCP8.5;H3;3.44;2;0.7;0.08;
13478;48.271;-1.0585;RCP8.5;H3;3.52;2;0.7;0.09;
13479;48.2741;-0.9508;RCP8.5;H3;3.51;2;0.8;0.09;
13480;48.277;-0.8432;RCP8.5;H3;3.52;2;0.91;0.08;
13481;48.2799;-0.7355;RCP8.5;H3;3.56;3;0.98;0.11;
13482;48.2827;-0.6278;RCP8.5;H3;3.55;3;1.12;0.11;
13483;48.2853;-0.5201;RCP8.5;H3;3.53;3;1.08;0.11;
13484;48.2879;-0.4124;RCP8.5;H3;3.56;3;1.29;0.1;
13485;48.2904;-0.3047;RCP8.5;H3;3.59;4;1.57;0.1;
13486;48.2927;-0.197;RCP8.5;H3;3.58;3;1.35;0.08;
13487;48.295;-0.0892;RCP8.5;H3;3.62;2;1.91;0.1;
13488;48.2972;0.0185;RCP8.5;H3;3.62;3;1.98;0.1;
13489;48.2992;0.1263;RCP8.5;H3;3.61;4;2.08;0.13;
13490;48.3012;0.234;RCP8.5;H3;3.72;3;2.08;0.11;
13491;48.3031;0.3418;RCP8.5;H3;3.69;2;2.56;0.09;
13492;48.3049;0.4496;RCP8.5;H3;3.56;3;2.15;0.09;
13493;48.3065;0.5574;RCP8.5;H3;3.63;2;1.5;0.08;
13494;48.3081;0.6652;RCP8.5;H3;3.63;3;1.22;0.06;
13495;48.3096;0.773;RCP8.5;H3;3.67;2;1.36;0.06;
13496;48.311;0.8808;RCP8.5;H3;3.68;2;1.57;0.06;
13497;48.3123;0.9886;RCP8.5;H3;3.74;2;2.46;0.06;
13498;48.3134;1.0964;RCP8.5;H3;3.72;2;1.91;0.05;
13499;48.3145;1.2042;RCP8.5;H3;3.7;2;1.94;0.05;
13500;48.3155;1.312;RCP8.5;H3;3.69;2;2.25;0.04;
13501;48.3164;1.4199;RCP8.5;H3;3.69;2;2.18;0.04;
13502;48.3172;1.5277;RCP8.5;H3;3.68;2;2.15;0.05;
13503;48.3179;1.6355;RCP8.5;H3;3.67;2;2.11;0.05;
13504;48.3185;1.7434;RCP8.5;H3;3.67;2;2.19;0.05;
13505;48.319;1.8512;RCP8.5;H3;3.66;2;1.98;0.05;
13506;48.3194;1.9591;RCP8.5;H3;3.65;2;2.08;0.05;
13507;48.3197;2.0669;RCP8.5;H3;3.76;1;1.6;0.05;
13508;48.3199;2.1747;RCP8.5;H3;3.76;1;1.59;0.05;
13509;48.32;2.2826;RCP8.5;H3;3.76;1;1.56;0.05;
13510;48.32;2.3904;RCP8.5;H3;3.71;2;1.42;0.05;
13511;48.3199;2.4983;RCP8.5;H3;3.8;1;1.15;0.06;
13512;48.3197;2.6061;RCP8.5;H3;3.8;1;1.29;0.06;
13513;48.3194;2.714;RCP8.5;H3;3.79;1;1.33;0.06;
13514;48.319;2.8218;RCP8.5;H3;3.75;1;1.35;0.08;
13515;48.3185;2.9297;RCP8.5;H3;3.71;2;1.11;0.07;
13516;48.3179;3.0375;RCP8.5;H3;3.73;1;1.15;0.09;
13517;48.3172;3.1453;RCP8.5;H3;3.69;1;1.39;0.11;
13518;48.3164;3.2532;RCP8.5;H3;3.7;1;0.67;0.09;
13519;48.3155;3.361;RCP8.5;H3;3.69;2;0.74;0.11;
13520;48.3145;3.4688;RCP8.5;H3;3.71;2;0.7;0.11;
13521;48.3135;3.5766;RCP8.5;H3;3.74;2;0.87;0.1;
13522;48.3123;3.6844;RCP8.5;H3;3.73;2;0.81;0.1;
13523;48.311;3.7923;RCP8.5;H3;3.72;2;1.01;0.1;
13524;48.3096;3.9001;RCP8.5;H3;3.77;2;1.18;0.11;
13525;48.3081;4.0079;RCP8.5;H3;3.7;2;0.19;0.11;
13526;48.3066;4.1157;RCP8.5;H3;3.7;2;0.32;0.11;
13527;48.3049;4.2234;RCP8.5;H3;3.7;3;0.49;0.15;
13528;48.3031;4.3312;RCP8.5;H3;3.81;2;0.84;0.13;
13529;48.3012;4.439;RCP8.5;H3;3.82;3;0.53;0.13;
13530;48.2993;4.5468;RCP8.5;H3;3.74;3;0.81;0.12;
13531;48.2972;4.6545;RCP8.5;H3;3.77;3;0.88;0.12;
13532;48.295;4.7623;RCP8.5;H3;3.84;3;0.39;0.11;
13533;48.2928;4.87;RCP8.5;H3;3.8;4;0.56;0.1;
13534;48.2904;4.9777;RCP8.5;H3;3.79;3;0.39;0.11;
13535;48.2879;5.0854;RCP8.5;H3;3.83;3;0.39;0.09;
13536;48.2854;5.1932;RCP8.5;H3;3.84;3;0.77;0.09;
13537;48.2827;5.3009;RCP8.5;H3;3.85;3;0.73;0.09;
13538;48.2799;5.4085;RCP8.5;H3;3.86;3;0.46;0.1;
13539;48.2771;5.5162;RCP8.5;H3;3.87;3;0.56;0.09;
13540;48.2741;5.6239;RCP8.5;H3;3.82;3;1.18;0.11;
13541;48.2711;5.7315;RCP8.5;H3;3.81;3;1.63;0.11;
13542;48.2679;5.8392;RCP8.5;H3;3.82;3;1.32;0.11;
13543;48.2647;5.9468;RCP8.5;H3;3.81;3;1.6;0.12;
13544;48.2613;6.0544;RCP8.5;H3;3.81;3;1.12;0.13;
13545;48.2579;6.162;RCP8.5;H3;3.83;4;0.98;0.13;
13546;48.2543;6.2696;RCP8.5;H3;3.79;4;0.84;0.15;
13547;48.2507;6.3771;RCP8.5;H3;3.83;5;0.6;0.14;
13548;48.2469;6.4847;RCP8.5;H3;3.83;5;0.6;0.14;
13549;48.2431;6.5922;RCP8.5;H3;3.81;4;0.5;0.12;
13550;48.2391;6.6998;RCP8.5;H3;3.82;6;0.74;0.12;
13551;48.2351;6.8073;RCP8.5;H3;3.89;5;0.73;0.11;
13552;48.2309;6.9148;RCP8.5;H3;3.93;5;1.01;0.1;
13553;48.2267;7.0222;RCP8.5;H3;3.96;4;1.18;0.09;
13554;48.2224;7.1297;RCP8.5;H3;4.1;7;0.97;0.14;
