#-----------------------------------------------------------------------------
# Date d'extraction : 26/12/2025 - 16h22 loc.
#-----------------------------------------------------------------------------
# Producteur : MF-DCSC
# Experience : EUROCORDEX2020
# Modele     : ALADIN63_CNRM-CM5
# Scenario :
#     RCP8.5 : Emissions non réduites
#-----------------------------------------------------------------------------
# Horizons :
#     H1 : Horizon proche
#     H2 : Horizon moyen
#     H3 : Horizon lointain
#-----------------------------------------------------------------------------
# Type d'indice : annuel
#-----------------------------------------------------------------------------
# Indices : 
#     ATXHWD : Ecart de nombre de jours d'une vague de chaleur (jour(s))
#-----------------------------------------------------------------------------
# Format des enregistrements 
# Point;Latitude;Longitude;Contexte;Période;ATXHWD;
#-----------------------------------------------------------------------------
Point;Latitude;Longitude;Contexte;Période;ATXHWD;
3036;43.0144;-1.0433;RCP8.5;H1;13;
3037;43.0175;-0.9454;RCP8.5;H1;15;
3038;43.0204;-0.8475;RCP8.5;H1;9;
3039;43.0233;-0.7497;RCP8.5;H1;10;
3040;43.0261;-0.6518;RCP8.5;H1;9;
3041;43.0288;-0.5539;RCP8.5;H1;10;
3042;43.0313;-0.456;RCP8.5;H1;7;
3043;43.0339;-0.3581;RCP8.5;H1;17;
3044;43.0363;-0.2602;RCP8.5;H1;17;
3045;43.0386;-0.1623;RCP8.5;H1;12;
3046;43.0408;-0.0643;RCP8.5;H1;11;
3047;43.043;0.0336;RCP8.5;H1;15;
3048;43.0451;0.1316;RCP8.5;H1;15;
3049;43.047;0.2295;RCP8.5;H1;10;
3050;43.0489;0.3275;RCP8.5;H1;10;
3051;43.0507;0.4254;RCP8.5;H1;10;
3052;43.0524;0.5234;RCP8.5;H1;9;
3053;43.054;0.6214;RCP8.5;H1;8;
3054;43.0555;0.7194;RCP8.5;H1;7;
3055;43.057;0.8174;RCP8.5;H1;8;
3056;43.0583;0.9153;RCP8.5;H1;10;
3057;43.0596;1.0133;RCP8.5;H1;10;
3058;43.0607;1.1113;RCP8.5;H1;10;
3059;43.0618;1.2093;RCP8.5;H1;10;
3060;43.0628;1.3074;RCP8.5;H1;11;
3061;43.0637;1.4054;RCP8.5;H1;10;
3062;43.0645;1.5034;RCP8.5;H1;10;
3063;43.0652;1.6014;RCP8.5;H1;9;
3064;43.0659;1.6994;RCP8.5;H1;11;
3065;43.0664;1.7974;RCP8.5;H1;10;
3066;43.0668;1.8955;RCP8.5;H1;11;
3067;43.0672;1.9935;RCP8.5;H1;11;
3068;43.0675;2.0915;RCP8.5;H1;13;
3069;43.0677;2.1895;RCP8.5;H1;13;
3070;43.0677;2.2876;RCP8.5;H1;12;
3071;43.0677;2.3856;RCP8.5;H1;11;
3072;43.0677;2.4836;RCP8.5;H1;10;
3073;43.0675;2.5816;RCP8.5;H1;11;
3074;43.0672;2.6797;RCP8.5;H1;10;
3075;43.0669;2.7777;RCP8.5;H1;9;
3076;43.0664;2.8757;RCP8.5;H1;8;
3077;43.0659;2.9737;RCP8.5;H1;7;
3078;43.0652;3.0718;RCP8.5;H1;5;
3109;43.0014;6.1077;RCP8.5;H1;0;
3110;42.9979;6.2055;RCP8.5;H1;0;
3112;42.9906;6.4011;RCP8.5;H1;0;
3142;42.8392;9.327;RCP8.5;H1;5;
3143;42.8327;9.4242;RCP8.5;H1;10;
3175;43.0731;-1.4392;RCP8.5;H1;9;
3176;43.0765;-1.3413;RCP8.5;H1;9;
3177;43.0799;-1.2434;RCP8.5;H1;8;
3178;43.0831;-1.1454;RCP8.5;H1;10;
3179;43.0862;-1.0475;RCP8.5;H1;10;
3180;43.0893;-0.9495;RCP8.5;H1;9;
3181;43.0922;-0.8515;RCP8.5;H1;10;
3182;43.0951;-0.7535;RCP8.5;H1;8;
3183;43.0979;-0.6555;RCP8.5;H1;9;
3184;43.1006;-0.5575;RCP8.5;H1;9;
3185;43.1032;-0.4595;RCP8.5;H1;9;
3186;43.1057;-0.3615;RCP8.5;H1;10;
3187;43.1081;-0.2634;RCP8.5;H1;9;
3188;43.1104;-0.1654;RCP8.5;H1;9;
3189;43.1127;-0.0673;RCP8.5;H1;7;
3190;43.1148;0.0307;RCP8.5;H1;8;
3191;43.1169;0.1288;RCP8.5;H1;8;
3192;43.1189;0.2269;RCP8.5;H1;7;
3193;43.1208;0.325;RCP8.5;H1;10;
3194;43.1226;0.4231;RCP8.5;H1;10;
3195;43.1243;0.5211;RCP8.5;H1;8;
3196;43.1259;0.6192;RCP8.5;H1;7;
3197;43.1274;0.7173;RCP8.5;H1;8;
3198;43.1288;0.8155;RCP8.5;H1;7;
3199;43.1302;0.9136;RCP8.5;H1;11;
3200;43.1314;1.0117;RCP8.5;H1;10;
3201;43.1326;1.1098;RCP8.5;H1;10;
3202;43.1337;1.2079;RCP8.5;H1;9;
3203;43.1347;1.3061;RCP8.5;H1;9;
3204;43.1356;1.4042;RCP8.5;H1;9;
3205;43.1364;1.5023;RCP8.5;H1;10;
3206;43.1371;1.6005;RCP8.5;H1;11;
3207;43.1377;1.6986;RCP8.5;H1;11;
3208;43.1383;1.7968;RCP8.5;H1;11;
3209;43.1387;1.8949;RCP8.5;H1;13;
3210;43.1391;1.9931;RCP8.5;H1;12;
3211;43.1393;2.0912;RCP8.5;H1;12;
3212;43.1395;2.1894;RCP8.5;H1;12;
3213;43.1396;2.2875;RCP8.5;H1;12;
3214;43.1396;2.3857;RCP8.5;H1;10;
3215;43.1395;2.4838;RCP8.5;H1;12;
3216;43.1394;2.5819;RCP8.5;H1;11;
3217;43.1391;2.6801;RCP8.5;H1;10;
3218;43.1387;2.7782;RCP8.5;H1;10;
3219;43.1383;2.8764;RCP8.5;H1;8;
3220;43.1377;2.9745;RCP8.5;H1;6;
3221;43.1371;3.0727;RCP8.5;H1;6;
3222;43.1364;3.1708;RCP8.5;H1;0;
3249;43.0831;5.8186;RCP8.5;H1;6;
3250;43.0799;5.9165;RCP8.5;H1;0;
3251;43.0766;6.0145;RCP8.5;H1;5;
3252;43.0732;6.1124;RCP8.5;H1;5;
3254;43.0661;6.3082;RCP8.5;H1;0;
3256;43.0587;6.504;RCP8.5;H1;0;
3285;42.9107;9.3357;RCP8.5;H1;5;
3286;42.9043;9.433;RCP8.5;H1;6;
3318;43.1449;-1.444;RCP8.5;H1;0;
3319;43.1483;-1.3459;RCP8.5;H1;10;
3320;43.1517;-1.2479;RCP8.5;H1;9;
3321;43.1549;-1.1498;RCP8.5;H1;9;
3322;43.158;-1.0517;RCP8.5;H1;9;
3323;43.1611;-0.9536;RCP8.5;H1;8;
3324;43.164;-0.8555;RCP8.5;H1;9;
3325;43.1669;-0.7574;RCP8.5;H1;7;
3326;43.1697;-0.6593;RCP8.5;H1;8;
3327;43.1724;-0.5611;RCP8.5;H1;8;
3328;43.175;-0.463;RCP8.5;H1;7;
3329;43.1775;-0.3648;RCP8.5;H1;7;
3330;43.1799;-0.2667;RCP8.5;H1;9;
3331;43.1823;-0.1685;RCP8.5;H1;9;
3332;43.1845;-0.0703;RCP8.5;H1;10;
3333;43.1867;0.0279;RCP8.5;H1;8;
3334;43.1888;0.126;RCP8.5;H1;7;
3335;43.1907;0.2242;RCP8.5;H1;8;
3336;43.1926;0.3224;RCP8.5;H1;9;
3337;43.1944;0.4207;RCP8.5;H1;9;
3338;43.1961;0.5189;RCP8.5;H1;8;
3339;43.1977;0.6171;RCP8.5;H1;9;
3340;43.1993;0.7153;RCP8.5;H1;9;
3341;43.2007;0.8136;RCP8.5;H1;12;
3342;43.2021;0.9118;RCP8.5;H1;10;
3343;43.2033;1.01;RCP8.5;H1;10;
3344;43.2045;1.1083;RCP8.5;H1;9;
3345;43.2056;1.2065;RCP8.5;H1;9;
3346;43.2065;1.3048;RCP8.5;H1;9;
3347;43.2074;1.403;RCP8.5;H1;9;
3348;43.2083;1.5013;RCP8.5;H1;9;
3349;43.209;1.5996;RCP8.5;H1;10;
3350;43.2096;1.6978;RCP8.5;H1;11;
3351;43.2101;1.7961;RCP8.5;H1;10;
3352;43.2106;1.8944;RCP8.5;H1;13;
3353;43.211;1.9926;RCP8.5;H1;12;
3354;43.2112;2.0909;RCP8.5;H1;12;
3355;43.2114;2.1892;RCP8.5;H1;13;
3356;43.2115;2.2874;RCP8.5;H1;12;
3357;43.2115;2.3857;RCP8.5;H1;11;
3358;43.2114;2.484;RCP8.5;H1;11;
3359;43.2112;2.5823;RCP8.5;H1;9;
3360;43.211;2.6805;RCP8.5;H1;11;
3361;43.2106;2.7788;RCP8.5;H1;9;
3362;43.2102;2.8771;RCP8.5;H1;9;
3363;43.2096;2.9753;RCP8.5;H1;6;
3364;43.209;3.0736;RCP8.5;H1;6;
3365;43.2083;3.1719;RCP8.5;H1;6;
3366;43.2075;3.2701;RCP8.5;H1;0;
3388;43.167;5.4305;RCP8.5;H1;0;
3389;43.1641;5.5286;RCP8.5;H1;0;
3390;43.1611;5.6268;RCP8.5;H1;0;
3391;43.1581;5.7248;RCP8.5;H1;6;
3392;43.1549;5.8229;RCP8.5;H1;6;
3393;43.1517;5.921;RCP8.5;H1;11;
3394;43.1484;6.0191;RCP8.5;H1;11;
3395;43.145;6.1171;RCP8.5;H1;10;
3396;43.1415;6.2152;RCP8.5;H1;4;
3397;43.1379;6.3132;RCP8.5;H1;5;
3398;43.1342;6.4112;RCP8.5;H1;7;
3399;43.1304;6.5092;RCP8.5;H1;0;
3400;43.1266;6.6072;RCP8.5;H1;0;
3428;42.9823;9.3444;RCP8.5;H1;6;
3429;42.9759;9.4419;RCP8.5;H1;0;
3462;43.2201;-1.3505;RCP8.5;H1;10;
3463;43.2235;-1.2523;RCP8.5;H1;10;
3464;43.2267;-1.1541;RCP8.5;H1;9;
3465;43.2298;-1.0559;RCP8.5;H1;9;
3466;43.2329;-0.9577;RCP8.5;H1;8;
3467;43.2359;-0.8595;RCP8.5;H1;7;
3468;43.2387;-0.7613;RCP8.5;H1;8;
3469;43.2415;-0.663;RCP8.5;H1;9;
3470;43.2442;-0.5647;RCP8.5;H1;8;
3471;43.2468;-0.4665;RCP8.5;H1;8;
3472;43.2494;-0.3682;RCP8.5;H1;7;
3473;43.2518;-0.2699;RCP8.5;H1;9;
3474;43.2541;-0.1716;RCP8.5;H1;9;
3475;43.2564;-0.0733;RCP8.5;H1;9;
3476;43.2585;0.025;RCP8.5;H1;9;
3477;43.2606;0.1233;RCP8.5;H1;8;
3478;43.2626;0.2216;RCP8.5;H1;9;
3479;43.2645;0.3199;RCP8.5;H1;9;
3480;43.2663;0.4183;RCP8.5;H1;9;
3481;43.268;0.5166;RCP8.5;H1;9;
3482;43.2696;0.6149;RCP8.5;H1;10;
3483;43.2711;0.7133;RCP8.5;H1;10;
3484;43.2726;0.8116;RCP8.5;H1;10;
3485;43.2739;0.91;RCP8.5;H1;10;
3486;43.2752;1.0084;RCP8.5;H1;10;
3487;43.2764;1.1067;RCP8.5;H1;9;
3488;43.2774;1.2051;RCP8.5;H1;9;
3489;43.2784;1.3035;RCP8.5;H1;10;
3490;43.2793;1.4019;RCP8.5;H1;10;
3491;43.2801;1.5003;RCP8.5;H1;13;
3492;43.2809;1.5986;RCP8.5;H1;13;
3493;43.2815;1.697;RCP8.5;H1;14;
3494;43.282;1.7954;RCP8.5;H1;12;
3495;43.2825;1.8938;RCP8.5;H1;13;
3496;43.2828;1.9922;RCP8.5;H1;11;
3497;43.2831;2.0906;RCP8.5;H1;11;
3498;43.2833;2.189;RCP8.5;H1;12;
3499;43.2834;2.2874;RCP8.5;H1;11;
3500;43.2834;2.3858;RCP8.5;H1;11;
3501;43.2833;2.4842;RCP8.5;H1;11;
3502;43.2831;2.5826;RCP8.5;H1;12;
3503;43.2828;2.681;RCP8.5;H1;11;
3504;43.2825;2.7793;RCP8.5;H1;11;
3505;43.282;2.8777;RCP8.5;H1;10;
3506;43.2815;2.9761;RCP8.5;H1;10;
3507;43.2809;3.0745;RCP8.5;H1;6;
3508;43.2801;3.1729;RCP8.5;H1;6;
3509;43.2793;3.2713;RCP8.5;H1;6;
3510;43.2784;3.3697;RCP8.5;H1;6;
3511;43.2774;3.468;RCP8.5;H1;6;
3512;43.2764;3.5664;RCP8.5;H1;0;
3530;43.2416;5.3362;RCP8.5;H1;0;
3531;43.2388;5.4344;RCP8.5;H1;8;
3532;43.2359;5.5326;RCP8.5;H1;11;
3533;43.2329;5.6309;RCP8.5;H1;13;
3534;43.2299;5.7291;RCP8.5;H1;10;
3535;43.2267;5.8273;RCP8.5;H1;11;
3536;43.2235;5.9255;RCP8.5;H1;12;
3537;43.2202;6.0237;RCP8.5;H1;12;
3538;43.2168;6.1218;RCP8.5;H1;10;
3539;43.2133;6.22;RCP8.5;H1;10;
3540;43.2097;6.3182;RCP8.5;H1;12;
3541;43.206;6.4163;RCP8.5;H1;11;
3542;43.2022;6.5144;RCP8.5;H1;6;
3543;43.1983;6.6125;RCP8.5;H1;6;
3544;43.1944;6.7106;RCP8.5;H1;0;
3601;43.2777;-1.7482;RCP8.5;H1;0;
3602;43.2814;-1.65;RCP8.5;H1;0;
3603;43.285;-1.5517;RCP8.5;H1;9;
3604;43.2885;-1.4534;RCP8.5;H1;10;
3605;43.2919;-1.3551;RCP8.5;H1;9;
3606;43.2953;-1.2568;RCP8.5;H1;9;
3607;43.2985;-1.1585;RCP8.5;H1;7;
3608;43.3017;-1.0602;RCP8.5;H1;8;
3609;43.3047;-0.9618;RCP8.5;H1;7;
3610;43.3077;-0.8635;RCP8.5;H1;8;
3611;43.3106;-0.7651;RCP8.5;H1;8;
3612;43.3134;-0.6668;RCP8.5;H1;8;
3613;43.3161;-0.5684;RCP8.5;H1;8;
3614;43.3187;-0.47;RCP8.5;H1;9;
3615;43.3212;-0.3716;RCP8.5;H1;10;
3616;43.3236;-0.2732;RCP8.5;H1;10;
3617;43.326;-0.1748;RCP8.5;H1;10;
3618;43.3282;-0.0764;RCP8.5;H1;10;
3619;43.3304;0.0221;RCP8.5;H1;9;
3620;43.3325;0.1205;RCP8.5;H1;10;
3621;43.3344;0.219;RCP8.5;H1;9;
3622;43.3363;0.3174;RCP8.5;H1;8;
3623;43.3381;0.4159;RCP8.5;H1;9;
3624;43.3398;0.5143;RCP8.5;H1;9;
3625;43.3415;0.6128;RCP8.5;H1;10;
3626;43.343;0.7113;RCP8.5;H1;9;
3627;43.3444;0.8097;RCP8.5;H1;9;
3628;43.3458;0.9082;RCP8.5;H1;8;
3629;43.3471;1.0067;RCP8.5;H1;9;
3630;43.3482;1.1052;RCP8.5;H1;8;
3631;43.3493;1.2037;RCP8.5;H1;11;
3632;43.3503;1.3022;RCP8.5;H1;12;
3633;43.3512;1.4007;RCP8.5;H1;12;
3634;43.352;1.4992;RCP8.5;H1;13;
3635;43.3527;1.5977;RCP8.5;H1;13;
3636;43.3534;1.6962;RCP8.5;H1;15;
3637;43.3539;1.7947;RCP8.5;H1;14;
3638;43.3544;1.8932;RCP8.5;H1;12;
3639;43.3547;1.9918;RCP8.5;H1;12;
3640;43.355;2.0903;RCP8.5;H1;13;
3641;43.3552;2.1888;RCP8.5;H1;14;
3642;43.3553;2.2873;RCP8.5;H1;13;
3643;43.3553;2.3858;RCP8.5;H1;12;
3644;43.3552;2.4844;RCP8.5;H1;14;
3645;43.355;2.5829;RCP8.5;H1;13;
3646;43.3547;2.6814;RCP8.5;H1;13;
3647;43.3544;2.7799;RCP8.5;H1;13;
3648;43.3539;2.8784;RCP8.5;H1;12;
3649;43.3534;2.9769;RCP8.5;H1;12;
3650;43.3527;3.0754;RCP8.5;H1;12;
3651;43.352;3.1739;RCP8.5;H1;8;
3652;43.3512;3.2725;RCP8.5;H1;5;
3653;43.3503;3.371;RCP8.5;H1;7;
3654;43.3493;3.4695;RCP8.5;H1;5;
3655;43.3482;3.5679;RCP8.5;H1;5;
3656;43.3471;3.6664;RCP8.5;H1;0;
3665;43.3325;4.5526;RCP8.5;H1;0;
3666;43.3304;4.6511;RCP8.5;H1;0;
3667;43.3283;4.7495;RCP8.5;H1;0;
3668;43.326;4.8479;RCP8.5;H1;9;
3670;43.3212;5.0447;RCP8.5;H1;8;
3671;43.3187;5.1431;RCP8.5;H1;8;
3672;43.3161;5.2415;RCP8.5;H1;0;
3673;43.3134;5.3399;RCP8.5;H1;0;
3674;43.3106;5.4383;RCP8.5;H1;11;
3675;43.3077;5.5366;RCP8.5;H1;13;
3676;43.3048;5.635;RCP8.5;H1;14;
3677;43.3017;5.7333;RCP8.5;H1;13;
3678;43.2985;5.8317;RCP8.5;H1;12;
3679;43.2953;5.93;RCP8.5;H1;12;
3680;43.292;6.0283;RCP8.5;H1;12;
3681;43.2886;6.1266;RCP8.5;H1;11;
3682;43.285;6.2249;RCP8.5;H1;11;
3683;43.2814;6.3231;RCP8.5;H1;12;
3684;43.2778;6.4214;RCP8.5;H1;12;
3685;43.274;6.5196;RCP8.5;H1;5;
3686;43.2701;6.6179;RCP8.5;H1;0;
3687;43.2662;6.7161;RCP8.5;H1;0;
3744;43.3495;-1.7534;RCP8.5;H1;6;
3745;43.3532;-1.655;RCP8.5;H1;6;
3746;43.3568;-1.5566;RCP8.5;H1;5;
3747;43.3603;-1.4582;RCP8.5;H1;8;
3748;43.3637;-1.3598;RCP8.5;H1;8;
3749;43.3671;-1.2613;RCP8.5;H1;8;
3750;43.3703;-1.1629;RCP8.5;H1;8;
3751;43.3735;-1.0644;RCP8.5;H1;8;
3752;43.3765;-0.966;RCP8.5;H1;9;
3753;43.3795;-0.8675;RCP8.5;H1;8;
3754;43.3824;-0.769;RCP8.5;H1;8;
3755;43.3852;-0.6705;RCP8.5;H1;8;
3756;43.3879;-0.572;RCP8.5;H1;9;
3757;43.3905;-0.4735;RCP8.5;H1;10;
3758;43.393;-0.375;RCP8.5;H1;10;
3759;43.3955;-0.2765;RCP8.5;H1;11;
3760;43.3978;-0.1779;RCP8.5;H1;12;
3761;43.4001;-0.0794;RCP8.5;H1;10;
3762;43.4022;0.0192;RCP8.5;H1;8;
3763;43.4043;0.1177;RCP8.5;H1;9;
3764;43.4063;0.2163;RCP8.5;H1;8;
3765;43.4082;0.3149;RCP8.5;H1;8;
3766;43.41;0.4134;RCP8.5;H1;9;
3767;43.4117;0.512;RCP8.5;H1;9;
3768;43.4133;0.6106;RCP8.5;H1;10;
3769;43.4149;0.7092;RCP8.5;H1;10;
3770;43.4163;0.8078;RCP8.5;H1;9;
3771;43.4177;0.9064;RCP8.5;H1;10;
3772;43.4189;1.005;RCP8.5;H1;11;
3773;43.4201;1.1037;RCP8.5;H1;10;
3774;43.4212;1.2023;RCP8.5;H1;12;
3775;43.4222;1.3009;RCP8.5;H1;11;
3776;43.4231;1.3995;RCP8.5;H1;11;
3777;43.4239;1.4982;RCP8.5;H1;13;
3778;43.4246;1.5968;RCP8.5;H1;12;
3779;43.4253;1.6954;RCP8.5;H1;13;
3780;43.4258;1.7941;RCP8.5;H1;14;
3781;43.4263;1.8927;RCP8.5;H1;13;
3782;43.4266;1.9913;RCP8.5;H1;13;
3783;43.4269;2.09;RCP8.5;H1;13;
3784;43.4271;2.1886;RCP8.5;H1;13;
3785;43.4272;2.2873;RCP8.5;H1;14;
3786;43.4272;2.3859;RCP8.5;H1;12;
3787;43.4271;2.4845;RCP8.5;H1;13;
3788;43.4269;2.5832;RCP8.5;H1;12;
3789;43.4266;2.6818;RCP8.5;H1;13;
3790;43.4263;2.7805;RCP8.5;H1;14;
3791;43.4258;2.8791;RCP8.5;H1;13;
3792;43.4253;2.9777;RCP8.5;H1;13;
3793;43.4246;3.0764;RCP8.5;H1;11;
3794;43.4239;3.175;RCP8.5;H1;11;
3795;43.4231;3.2736;RCP8.5;H1;9;
3796;43.4222;3.3723;RCP8.5;H1;5;
3797;43.4212;3.4709;RCP8.5;H1;5;
3798;43.4201;3.5695;RCP8.5;H1;5;
3799;43.419;3.6681;RCP8.5;H1;5;
3800;43.4177;3.7667;RCP8.5;H1;5;
3808;43.4043;4.5554;RCP8.5;H1;0;
3809;43.4023;4.654;RCP8.5;H1;8;
3810;43.4001;4.7525;RCP8.5;H1;8;
3811;43.3979;4.8511;RCP8.5;H1;9;
3812;43.3955;4.9496;RCP8.5;H1;7;
3813;43.3931;5.0481;RCP8.5;H1;9;
3814;43.3906;5.1467;RCP8.5;H1;8;
3815;43.3879;5.2452;RCP8.5;H1;8;
3816;43.3852;5.3437;RCP8.5;H1;9;
3817;43.3824;5.4422;RCP8.5;H1;14;
3818;43.3796;5.5407;RCP8.5;H1;13;
3819;43.3766;5.6391;RCP8.5;H1;14;
3820;43.3735;5.7376;RCP8.5;H1;12;
3821;43.3704;5.836;RCP8.5;H1;12;
3822;43.3671;5.9345;RCP8.5;H1;12;
3823;43.3638;6.0329;RCP8.5;H1;12;
3824;43.3604;6.1313;RCP8.5;H1;9;
3825;43.3568;6.2297;RCP8.5;H1;11;
3826;43.3532;6.3281;RCP8.5;H1;11;
3827;43.3495;6.4265;RCP8.5;H1;8;
3828;43.3458;6.5249;RCP8.5;H1;10;
3829;43.3419;6.6232;RCP8.5;H1;4;
3830;43.3379;6.7216;RCP8.5;H1;0;
3888;43.425;-1.66;RCP8.5;H1;0;
3889;43.4286;-1.5615;RCP8.5;H1;5;
3890;43.4321;-1.4629;RCP8.5;H1;7;
3891;43.4356;-1.3644;RCP8.5;H1;8;
3892;43.4389;-1.2658;RCP8.5;H1;8;
3893;43.4421;-1.1673;RCP8.5;H1;8;
3894;43.4453;-1.0687;RCP8.5;H1;8;
3895;43.4484;-0.9701;RCP8.5;H1;7;
3896;43.4514;-0.8715;RCP8.5;H1;8;
3897;43.4542;-0.7729;RCP8.5;H1;8;
3898;43.457;-0.6743;RCP8.5;H1;9;
3899;43.4597;-0.5757;RCP8.5;H1;9;
3900;43.4624;-0.477;RCP8.5;H1;9;
3901;43.4649;-0.3784;RCP8.5;H1;10;
3902;43.4673;-0.2797;RCP8.5;H1;11;
3903;43.4697;-0.1811;RCP8.5;H1;10;
3904;43.4719;-0.0824;RCP8.5;H1;10;
3905;43.4741;0.0163;RCP8.5;H1;9;
3906;43.4762;0.1149;RCP8.5;H1;9;
3907;43.4782;0.2136;RCP8.5;H1;9;
3908;43.4801;0.3123;RCP8.5;H1;9;
3909;43.4819;0.411;RCP8.5;H1;10;
3910;43.4836;0.5097;RCP8.5;H1;10;
3911;43.4852;0.6085;RCP8.5;H1;11;
3912;43.4868;0.7072;RCP8.5;H1;10;
3913;43.4882;0.8059;RCP8.5;H1;9;
3914;43.4896;0.9046;RCP8.5;H1;10;
3915;43.4908;1.0034;RCP8.5;H1;11;
3916;43.492;1.1021;RCP8.5;H1;12;
3917;43.4931;1.2008;RCP8.5;H1;12;
3918;43.4941;1.2996;RCP8.5;H1;11;
3919;43.495;1.3983;RCP8.5;H1;11;
3920;43.4958;1.4971;RCP8.5;H1;13;
3921;43.4965;1.5959;RCP8.5;H1;12;
3922;43.4971;1.6946;RCP8.5;H1;13;
3923;43.4977;1.7934;RCP8.5;H1;14;
3924;43.4981;1.8921;RCP8.5;H1;14;
3925;43.4985;1.9909;RCP8.5;H1;14;
3926;43.4988;2.0897;RCP8.5;H1;13;
3927;43.499;2.1884;RCP8.5;H1;13;
3928;43.4991;2.2872;RCP8.5;H1;14;
3929;43.4991;2.386;RCP8.5;H1;12;
3930;43.499;2.4847;RCP8.5;H1;12;
3931;43.4988;2.5835;RCP8.5;H1;11;
3932;43.4985;2.6822;RCP8.5;H1;12;
3933;43.4981;2.781;RCP8.5;H1;12;
3934;43.4977;2.8798;RCP8.5;H1;15;
3935;43.4972;2.9785;RCP8.5;H1;15;
3936;43.4965;3.0773;RCP8.5;H1;13;
3937;43.4958;3.176;RCP8.5;H1;13;
3938;43.495;3.2748;RCP8.5;H1;13;
3939;43.4941;3.3736;RCP8.5;H1;11;
3940;43.4931;3.4723;RCP8.5;H1;12;
3941;43.492;3.571;RCP8.5;H1;6;
3942;43.4908;3.6698;RCP8.5;H1;5;
3943;43.4896;3.7685;RCP8.5;H1;5;
3944;43.4882;3.8672;RCP8.5;H1;6;
3947;43.4836;4.1634;RCP8.5;H1;6;
3948;43.4819;4.2621;RCP8.5;H1;6;
3949;43.4801;4.3608;RCP8.5;H1;6;
3950;43.4782;4.4595;RCP8.5;H1;8;
3951;43.4762;4.5582;RCP8.5;H1;8;
3952;43.4741;4.6569;RCP8.5;H1;8;
3953;43.472;4.7556;RCP8.5;H1;8;
3954;43.4697;4.8542;RCP8.5;H1;9;
3955;43.4674;4.9529;RCP8.5;H1;7;
3956;43.4649;5.0515;RCP8.5;H1;7;
3957;43.4624;5.1502;RCP8.5;H1;8;
3958;43.4598;5.2488;RCP8.5;H1;8;
3959;43.4571;5.3475;RCP8.5;H1;14;
3960;43.4543;5.4461;RCP8.5;H1;14;
3961;43.4514;5.5447;RCP8.5;H1;15;
3962;43.4484;5.6433;RCP8.5;H1;15;
3963;43.4453;5.7419;RCP8.5;H1;13;
3964;43.4422;5.8404;RCP8.5;H1;12;
3965;43.4389;5.939;RCP8.5;H1;15;
3966;43.4356;6.0375;RCP8.5;H1;14;
3967;43.4322;6.1361;RCP8.5;H1;11;
3968;43.4286;6.2346;RCP8.5;H1;11;
3969;43.425;6.3331;RCP8.5;H1;10;
3970;43.4213;6.4316;RCP8.5;H1;9;
3971;43.4176;6.5301;RCP8.5;H1;10;
3972;43.4137;6.6286;RCP8.5;H1;9;
3973;43.4097;6.7271;RCP8.5;H1;4;
3974;43.4056;6.8255;RCP8.5;H1;4;
4032;43.5004;-1.5664;RCP8.5;H1;0;
4033;43.5039;-1.4677;RCP8.5;H1;6;
4034;43.5074;-1.369;RCP8.5;H1;6;
4035;43.5107;-1.2704;RCP8.5;H1;8;
4036;43.514;-1.1717;RCP8.5;H1;8;
4037;43.5171;-1.073;RCP8.5;H1;8;
4038;43.5202;-0.9743;RCP8.5;H1;8;
4039;43.5232;-0.8756;RCP8.5;H1;9;
4040;43.5261;-0.7768;RCP8.5;H1;8;
4041;43.5289;-0.6781;RCP8.5;H1;9;
4042;43.5316;-0.5793;RCP8.5;H1;9;
4043;43.5342;-0.4806;RCP8.5;H1;10;
4044;43.5367;-0.3818;RCP8.5;H1;10;
4045;43.5392;-0.283;RCP8.5;H1;10;
4046;43.5415;-0.1843;RCP8.5;H1;10;
4047;43.5438;-0.0855;RCP8.5;H1;10;
4048;43.546;0.0133;RCP8.5;H1;10;
4049;43.5481;0.1121;RCP8.5;H1;10;
4050;43.55;0.211;RCP8.5;H1;10;
4051;43.5519;0.3098;RCP8.5;H1;9;
4052;43.5538;0.4086;RCP8.5;H1;9;
4053;43.5555;0.5074;RCP8.5;H1;9;
4054;43.5571;0.6063;RCP8.5;H1;11;
4055;43.5586;0.7051;RCP8.5;H1;10;
4056;43.5601;0.804;RCP8.5;H1;11;
4057;43.5614;0.9028;RCP8.5;H1;11;
4058;43.5627;1.0017;RCP8.5;H1;11;
4059;43.5639;1.1006;RCP8.5;H1;11;
4060;43.565;1.1994;RCP8.5;H1;11;
4061;43.566;1.2983;RCP8.5;H1;12;
4062;43.5669;1.3972;RCP8.5;H1;10;
4063;43.5677;1.496;RCP8.5;H1;12;
4064;43.5684;1.5949;RCP8.5;H1;12;
4065;43.569;1.6938;RCP8.5;H1;14;
4066;43.5696;1.7927;RCP8.5;H1;14;
4067;43.57;1.8916;RCP8.5;H1;14;
4068;43.5704;1.9905;RCP8.5;H1;15;
4069;43.5707;2.0893;RCP8.5;H1;13;
4070;43.5709;2.1882;RCP8.5;H1;13;
4071;43.5709;2.2871;RCP8.5;H1;14;
4072;43.5709;2.386;RCP8.5;H1;12;
4073;43.5709;2.4849;RCP8.5;H1;14;
4074;43.5707;2.5838;RCP8.5;H1;13;
4075;43.5704;2.6827;RCP8.5;H1;14;
4076;43.57;2.7816;RCP8.5;H1;11;
